,comments,duration,film_date,languages,num_speaker,published_date,views,titleLength,numTags,descLength,Funny,Beautiful,Ingenious,Courageous,Longwinded,Confusing,Informative,Fascinating,Unconvincing,Persuasive,Jaw-dropping,OK,Obnoxious,Inspiring,Positive,Moderate,Negative,is_yearlyTedConference,is_TEDGlobal,is_TEDSalon,is_Other,is_TEDx,is_TEDWomen,is_TEDNYC,is_culture,is_technology,is_science,is_business,is_globalIssues,is_entertainment,is_design,is_psychology,is_brain
10,556.0,927.0,1221846540.0,0.0,1.0,1268412360.0,757791.0,30.0,5.0,257.0,464.0,35.0,44.0,155.0,91.0,55.0,172.0,88.0,152.0,316.0,85.0,114.0,430.0,758.0,1629.0,602.0,728.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11,130.0,563.0,1320969600.0,26.0,1.0,1335709649.0,490092.0,24.0,5.0,323.0,79.0,133.0,188.0,112.0,28.0,32.0,129.0,162.0,53.0,93.0,40.0,73.0,33.0,332.0,1046.0,295.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
12,31.0,1517.0,1078099200.0,21.0,1.0,1228687260.0,512588.0,38.0,7.0,253.0,120.0,158.0,78.0,6.0,4.0,2.0,38.0,145.0,0.0,5.0,31.0,20.0,2.0,133.0,671.0,63.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
13,65.0,747.0,1473897600.0,24.0,1.0,1480696361.0,1381604.0,43.0,4.0,347.0,340.0,174.0,75.0,134.0,16.0,2.0,35.0,116.0,18.0,101.0,14.0,31.0,6.0,486.0,1339.0,167.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
14,10.0,885.0,1455494400.0,8.0,1.0,1496400857.0,946815.0,32.0,3.0,313.0,5.0,151.0,3.0,11.0,0.0,3.0,13.0,43.0,0.0,9.0,24.0,0.0,9.0,63.0,300.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,121.0,483.0,1384732800.0,39.0,1.0,1390581428.0,2296874.0,23.0,3.0,446.0,596.0,87.0,68.0,348.0,15.0,13.0,55.0,50.0,27.0,40.0,20.0,99.0,17.0,381.0,1550.0,194.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
16,210.0,754.0,1340064000.0,28.0,1.0,1365778764.0,1203901.0,32.0,12.0,366.0,11.0,32.0,10.0,6.0,45.0,17.0,369.0,186.0,20.0,81.0,9.0,87.0,17.0,139.0,393.0,537.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
17,102.0,842.0,1336694400.0,26.0,1.0,1351004595.0,692434.0,31.0,13.0,284.0,109.0,0.0,44.0,17.0,16.0,5.0,281.0,242.0,10.0,89.0,39.0,27.0,9.0,17.0,468.0,397.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
18,122.0,1097.0,1331424000.0,10.0,1.0,1333289675.0,181010.0,13.0,5.0,256.0,66.0,7.0,28.0,148.0,26.0,11.0,156.0,54.0,27.0,185.0,30.0,62.0,22.0,310.0,643.0,403.0,86.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19,77.0,889.0,1446768000.0,26.0,1.0,1461164686.0,1973225.0,42.0,17.0,530.0,149.0,36.0,55.0,40.0,6.0,5.0,416.0,299.0,29.0,191.0,51.0,25.0,16.0,172.0,802.0,632.0,56.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
20,78.0,320.0,1330560000.0,37.0,1.0,1339686042.0,953825.0,22.0,16.0,174.0,11.0,27.0,76.0,8.0,3.0,1.0,233.0,223.0,22.0,29.0,20.0,70.0,10.0,96.0,461.0,332.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21.0,826.0,1444435200.0,27.0,1.0,1448985898.0,729236.0,46.0,13.0,636.0,5.0,193.0,16.0,29.0,0.0,0.0,233.0,168.0,0.0,78.0,19.0,12.0,0.0,229.0,659.0,323.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,552.0,762.0,1257379200.0,33.0,1.0,1260147600.0,2543750.0,29.0,9.0,292.0,2.0,99.0,26.0,1880.0,9.0,7.0,407.0,76.0,11.0,596.0,590.0,30.0,11.0,1327.0,4000.0,1033.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
23,12.0,530.0,1492992000.0,5.0,1.0,1503673077.0,636463.0,27.0,5.0,396.0,2.0,85.0,6.0,24.0,0.0,4.0,24.0,42.0,1.0,4.0,10.0,7.0,1.0,69.0,238.0,35.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,19.0,918.0,1477440000.0,17.0,1.0,1488470040.0,890330.0,47.0,14.0,357.0,7.0,283.0,16.0,133.0,0.0,0.0,67.0,58.0,0.0,52.0,35.0,10.0,0.0,293.0,825.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,271.0,841.0,1418169600.0,31.0,1.0,1432741591.0,1863929.0,35.0,5.0,252.0,174.0,328.0,57.0,279.0,50.0,31.0,551.0,310.0,84.0,462.0,55.0,82.0,59.0,1135.0,2338.0,1095.0,224.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,100.0,896.0,1412726400.0,28.0,1.0,1415721331.0,1132771.0,60.0,4.0,477.0,39.0,35.0,166.0,55.0,8.0,11.0,564.0,234.0,13.0,301.0,13.0,45.0,13.0,376.0,918.0,910.0,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,66.0,882.0,1473206400.0,21.0,1.0,1474903325.0,1077686.0,33.0,13.0,594.0,7.0,96.0,19.0,278.0,12.0,2.0,357.0,52.0,10.0,211.0,22.0,38.0,7.0,407.0,881.0,606.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,388.0,828.0,1362009600.0,31.0,1.0,1366642774.0,2162439.0,32.0,4.0,179.0,405.0,45.0,157.0,21.0,26.0,15.0,660.0,557.0,44.0,320.0,54.0,52.0,15.0,121.0,1360.0,1032.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,144.0,286.0,1257379200.0,40.0,1.0,1264669620.0,702550.0,31.0,8.0,274.0,2.0,125.0,370.0,44.0,5.0,1.0,129.0,54.0,6.0,115.0,41.0,34.0,3.0,299.0,935.0,278.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,182.0,398.0,1395187200.0,28.0,1.0,1397746861.0,1276015.0,72.0,6.0,438.0,8.0,45.0,235.0,10.0,8.0,2.0,333.0,356.0,14.0,37.0,94.0,61.0,6.0,259.0,1007.0,431.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,259.0,787.0,1492992000.0,13.0,1.0,1495031900.0,1022042.0,42.0,12.0,431.0,1.0,5.0,155.0,58.0,4.0,11.0,145.0,33.0,49.0,150.0,16.0,23.0,9.0,140.0,408.0,318.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
32,126.0,997.0,1172880000.0,19.0,1.0,1184667720.0,1107307.0,22.0,5.0,154.0,91.0,238.0,628.0,37.0,70.0,21.0,218.0,596.0,51.0,95.0,1285.0,90.0,18.0,459.0,3334.0,403.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
33,959.0,1448.0,1279152000.0,37.0,1.0,1280133360.0,3087856.0,19.0,8.0,279.0,523.0,364.0,279.0,232.0,116.0,29.0,1437.0,1391.0,70.0,701.0,184.0,130.0,74.0,1112.0,4085.0,2268.0,289.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,634.0,1151.0,1366675200.0,43.0,1.0,1368198532.0,6657858.0,38.0,5.0,309.0,1541.0,419.0,559.0,385.0,14.0,8.0,1233.0,911.0,24.0,1434.0,252.0,72.0,16.0,3018.0,7085.0,2739.0,62.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,280.0,983.0,1233964800.0,36.0,1.0,1237251600.0,2725557.0,20.0,9.0,252.0,307.0,113.0,644.0,253.0,27.0,15.0,1502.0,1722.0,27.0,1101.0,235.0,90.0,11.0,796.0,4070.0,2693.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
36,187.0,1072.0,1360454400.0,24.0,1.0,1365175363.0,1135004.0,49.0,6.0,399.0,379.0,21.0,39.0,36.0,43.0,3.0,267.0,181.0,48.0,222.0,15.0,75.0,12.0,267.0,938.0,564.0,106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,171.0,1424.0,1255132800.0,23.0,1.0,1265274000.0,696319.0,35.0,5.0,239.0,1.0,8.0,59.0,31.0,34.0,44.0,177.0,118.0,52.0,121.0,25.0,42.0,10.0,104.0,346.0,340.0,140.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,99.0,539.0,1279152000.0,25.0,1.0,1282206180.0,799855.0,40.0,3.0,340.0,405.0,61.0,44.0,124.0,27.0,30.0,139.0,48.0,31.0,157.0,15.0,101.0,18.0,279.0,976.0,397.0,106.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,403.0,1109.0,1248220800.0,25.0,1.0,1249434000.0,572392.0,34.0,6.0,269.0,3.0,5.0,182.0,86.0,40.0,18.0,202.0,131.0,199.0,300.0,42.0,49.0,34.0,282.0,731.0,551.0,291.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
40,39.0,1020.0,1492992000.0,7.0,1.0,1501081354.0,1346060.0,67.0,5.0,451.0,4.0,7.0,27.0,64.0,4.0,0.0,227.0,73.0,6.0,125.0,58.0,9.0,0.0,104.0,337.0,361.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
41,36.0,1142.0,1138838400.0,23.0,1.0,1227514620.0,487378.0,46.0,5.0,156.0,1.0,2.0,20.0,32.0,71.0,18.0,139.0,62.0,45.0,54.0,10.0,42.0,15.0,56.0,183.0,235.0,149.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
42,208.0,838.0,1403827200.0,27.0,1.0,1409152780.0,884313.0,39.0,8.0,372.0,7.0,38.0,9.0,432.0,5.0,3.0,142.0,10.0,13.0,85.0,45.0,57.0,5.0,291.0,832.0,284.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,166.0,209.0,1201910400.0,53.0,1.0,1222218000.0,1714168.0,25.0,4.0,217.0,45.0,542.0,50.0,145.0,12.0,22.0,161.0,110.0,79.0,364.0,18.0,211.0,15.0,766.0,1676.0,736.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,363.0,954.0,1294963200.0,34.0,1.0,1304563200.0,1549458.0,41.0,9.0,288.0,168.0,73.0,173.0,39.0,48.0,71.0,673.0,1032.0,47.0,161.0,179.0,73.0,7.0,248.0,1912.0,907.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,104.0,1000.0,1257465600.0,0.0,1.0,1264148640.0,556163.0,32.0,3.0,299.0,31.0,161.0,103.0,25.0,46.0,17.0,6.0,137.0,32.0,12.0,182.0,48.0,20.0,120.0,759.0,66.0,115.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,120.0,1375.0,1257503160.0,26.0,1.0,1273137600.0,649531.0,35.0,5.0,287.0,3.0,43.0,119.0,44.0,36.0,8.0,121.0,116.0,11.0,71.0,48.0,25.0,3.0,348.0,721.0,217.0,58.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,180.0,974.0,1258675200.0,25.0,1.0,1269507540.0,622046.0,30.0,8.0,275.0,17.0,21.0,133.0,44.0,14.0,3.0,265.0,318.0,23.0,145.0,107.0,27.0,14.0,222.0,862.0,437.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,166.0,854.0,1455494400.0,23.0,1.0,1458226907.0,1132964.0,42.0,17.0,437.0,23.0,39.0,29.0,99.0,19.0,16.0,163.0,61.0,82.0,150.0,14.0,60.0,24.0,354.0,619.0,373.0,141.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
49,534.0,1146.0,1107302400.0,35.0,1.0,1208908200.0,4119616.0,29.0,5.0,168.0,58.0,349.0,582.0,88.0,41.0,79.0,2050.0,2551.0,96.0,440.0,747.0,116.0,27.0,753.0,5128.0,2606.0,243.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,93.0,1066.0,1248393600.0,26.0,1.0,1262333280.0,778978.0,26.0,6.0,252.0,10.0,59.0,83.0,186.0,43.0,10.0,64.0,184.0,21.0,146.0,53.0,53.0,23.0,604.0,1179.0,263.0,97.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,206.0,964.0,1426723200.0,26.0,1.0,1430491526.0,1528815.0,63.0,7.0,439.0,9.0,160.0,34.0,708.0,27.0,16.0,711.0,122.0,90.0,326.0,99.0,97.0,24.0,922.0,2054.0,1134.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,231.0,959.0,1320796800.0,36.0,1.0,1324485231.0,2119412.0,47.0,7.0,244.0,69.0,32.0,111.0,35.0,204.0,68.0,566.0,171.0,359.0,346.0,15.0,490.0,73.0,351.0,784.0,1402.0,704.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,143.0,977.0,1107302400.0,30.0,1.0,1175731860.0,1697185.0,32.0,8.0,252.0,18.0,1262.0,141.0,71.0,108.0,25.0,262.0,600.0,75.0,62.0,882.0,145.0,88.0,611.0,3585.0,469.0,296.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,45.0,340.0,1369958400.0,29.0,1.0,1426172242.0,1550060.0,50.0,5.0,349.0,343.0,29.0,227.0,22.0,14.0,28.0,190.0,130.0,52.0,58.0,6.0,116.0,13.0,317.0,1074.0,364.0,107.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55,70.0,936.0,1201910400.0,23.0,1.0,1216800180.0,656400.0,28.0,9.0,217.0,16.0,55.0,10.0,24.0,30.0,22.0,285.0,206.0,44.0,75.0,28.0,86.0,16.0,109.0,448.0,446.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
56,592.0,1219.0,1310601600.0,33.0,1.0,1316444824.0,1564173.0,31.0,4.0,380.0,65.0,33.0,140.0,52.0,70.0,42.0,728.0,556.0,205.0,527.0,135.0,84.0,148.0,169.0,1150.0,1339.0,465.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
57,66.0,800.0,888624000.0,25.0,1.0,1221094800.0,996736.0,23.0,7.0,254.0,48.0,342.0,30.0,21.0,3.0,7.0,334.0,625.0,5.0,34.0,257.0,25.0,13.0,155.0,1478.0,393.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
58,38.0,371.0,1265846400.0,28.0,1.0,1271840700.0,295059.0,22.0,5.0,266.0,5.0,8.0,182.0,28.0,1.0,0.0,83.0,66.0,6.0,46.0,31.0,18.0,3.0,109.0,429.0,147.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,219.0,945.0,1445040000.0,25.0,1.0,1449073711.0,1392660.0,60.0,16.0,666.0,15.0,30.0,12.0,241.0,4.0,7.0,275.0,43.0,29.0,239.0,58.0,37.0,2.0,180.0,579.0,551.0,42.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,109.0,364.0,1233792000.0,31.0,1.0,1238461200.0,1055886.0,27.0,6.0,213.0,14.0,93.0,104.0,60.0,15.0,5.0,164.0,126.0,34.0,169.0,56.0,90.0,26.0,534.0,987.0,423.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
61,642.0,384.0,1233914880.0,29.0,1.0,1245200400.0,1076279.0,26.0,5.0,209.0,10.0,12.0,13.0,364.0,65.0,93.0,300.0,129.0,452.0,138.0,47.0,269.0,52.0,136.0,711.0,707.0,662.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,767.0,314.0,1282953600.0,39.0,1.0,1291044840.0,2152734.0,33.0,8.0,301.0,370.0,218.0,129.0,653.0,37.0,55.0,500.0,293.0,811.0,670.0,359.0,179.0,263.0,1187.0,3209.0,1349.0,1166.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,76.0,388.0,1447459200.0,34.0,1.0,1449764213.0,1690995.0,54.0,13.0,560.0,7.0,5.0,285.0,15.0,7.0,4.0,359.0,134.0,19.0,100.0,23.0,62.0,8.0,173.0,642.0,521.0,38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
64,21.0,759.0,1488931200.0,16.0,1.0,1496761124.0,1162505.0,66.0,10.0,426.0,11.0,28.0,23.0,16.0,5.0,7.0,142.0,56.0,29.0,73.0,3.0,24.0,2.0,42.0,179.0,239.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,158.0,562.0,1379030400.0,30.0,1.0,1392997406.0,2628178.0,61.0,5.0,263.0,316.0,491.0,33.0,986.0,32.0,16.0,99.0,124.0,56.0,329.0,29.0,86.0,38.0,1222.0,3201.0,514.0,142.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,229.0,208.0,1358985600.0,0.0,1.0,1359734822.0,828203.0,30.0,3.0,235.0,462.0,266.0,78.0,93.0,8.0,14.0,22.0,69.0,26.0,102.0,69.0,49.0,25.0,771.0,1808.0,173.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,12.0,957.0,1487462400.0,2.0,1.0,1505419202.0,656791.0,40.0,4.0,361.0,39.0,12.0,19.0,8.0,29.0,12.0,91.0,52.0,10.0,26.0,3.0,14.0,3.0,60.0,193.0,131.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
68,208.0,916.0,1351209600.0,35.0,1.0,1362672147.0,2460131.0,26.0,7.0,346.0,12.0,280.0,9.0,692.0,5.0,0.0,104.0,126.0,1.0,132.0,148.0,9.0,3.0,826.0,2093.0,245.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,45.0,213.0,1201910400.0,27.0,1.0,1219366800.0,679711.0,14.0,5.0,219.0,255.0,315.0,56.0,27.0,5.0,4.0,6.0,48.0,10.0,14.0,23.0,83.0,36.0,103.0,827.0,103.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70,129.0,698.0,1323129600.0,31.0,1.0,1334849142.0,1197677.0,24.0,14.0,304.0,27.0,76.0,12.0,20.0,33.0,4.0,224.0,70.0,83.0,79.0,6.0,71.0,21.0,199.0,410.0,374.0,141.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
71,226.0,389.0,1306195200.0,33.0,1.0,1308327480.0,788065.0,16.0,5.0,316.0,25.0,74.0,214.0,33.0,44.0,64.0,20.0,156.0,138.0,12.0,101.0,139.0,145.0,117.0,720.0,171.0,391.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
72,223.0,769.0,1301702400.0,0.0,1.0,1321802222.0,569814.0,32.0,8.0,189.0,36.0,301.0,23.0,477.0,20.0,17.0,101.0,110.0,17.0,190.0,130.0,52.0,31.0,1138.0,2215.0,343.0,85.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
